30-11-2022, 16441.979978419113
01-12-2022, 17186.502572066118
02-12-2022, 16972.73406077455
current_price,16441.979978419113
market_cap,16441.979978419113
total_volume,16441.979978419113
current_price,16441.979978419113
market_cap,16441.979978419113
current_price,16441.979978419113
id,16441.979978419113
symbol,16441.979978419113
name,16441.979978419113
image,16441.979978419113
market_data,16441.979978419113
community_data,16441.979978419113
developer_data,16441.979978419113
public_interest_stats,16441.979978419113
id,16441.979978419113
symbol,16441.979978419113
name,16441.979978419113
image,16441.979978419113
market_data,16441.979978419113
community_data,16441.979978419113
developer_data,16441.979978419113
06-12-2022, 16973.372577553495
06-12-2022, 16973.372577553495
06-12-2022, 16973.372577553495
06-12-2022, 16973.372577553495
06-12-2022, 16973.372577553495
06-12-2022, 16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
06-12-2022,16973.372577553495
08-12-2023,43270.11955970747
07-12-2023,43788.28880825234
06-12-2023,44105.94477259938
